event_id,customer_id,region,event_type,amount,event_ts
94,100004,South,purchase,64.48,2026-03-29 10:26:16
95,100004,South,view,0.0,2026-03-23 15:22:16
96,100004,South,view,0.0,2026-01-03 09:27:14
97,100004,South,cart,0.0,2026-01-08 07:06:13
98,100004,South,view,0.0,2026-01-07 21:45:14
99,100004,South,view,0.0,2026-01-08 16:54:14
100,100004,South,view,0.0,2026-03-02 05:56:00
101,100004,South,return,0.0,2026-02-20 11:51:00
102,100004,South,view,0.0,2026-02-04 06:29:53
103,100004,South,search,0.0,2026-03-07 08:48:11
104,100004,South,search,0.0,2026-02-16 14:34:53
105,100004,South,search,0.0,2026-01-06 11:06:01
106,100004,South,view,0.0,2026-01-31 13:49:30
107,100004,South,view,0.0,2026-01-27 15:54:28
108,100004,South,cart,0.0,2026-03-02 11:05:20
109,100004,South,cart,0.0,2026-03-27 00:15:57
110,100005,West,search,0.0,2026-03-26 16:40:44
111,100005,West,search,0.0,2026-02-15 13:37:59
112,100005,West,view,0.0,2026-02-26 23:10:38
113,100005,West,view,0.0,2026-02-04 10:26:09
114,100005,West,view,0.0,2026-02-15 21:14:12
115,100005,West,view,0.0,2026-03-21 02:47:52
116,100005,West,search,0.0,2026-03-13 09:46:12
117,100005,West,view,0.0,2026-02-04 01:57:46
118,100005,West,support,0.0,2026-01-06 11:12:05
119,100005,West,return,0.0,2026-03-12 12:59:08
120,100005,West,view,0.0,2026-02-27 16:47:03
121,100005,West,search,0.0,2026-03-10 19:04:26
122,100005,West,purchase,80.64,2026-01-28 11:48:31
123,100005,West,purchase,73.46,2026-01-12 15:50:03
124,100005,West,search,0.0,2026-03-20 06:08:41
125,100005,West,search,0.0,2026-03-16 19:32:09
126,100005,West,cart,0.0,2026-02-14 00:27:09
127,100005,West,support,0.0,2026-02-12 01:40:20
128,100006,South,view,0.0,2026-02-11 04:45:07
129,100006,South,view,0.0,2026-02-08 18:25:54
130,100006,South,purchase,265.0,2026-01-02 21:41:17
131,100006,South,view,0.0,2026-02-23 11:56:23
132,100006,South,purchase,190.15,2026-01-23 12:59:11
133,100006,South,purchase,164.87,2026-02-03 22:42:16
134,100006,South,view,0.0,2026-02-11 00:26:09
135,100006,South,support,0.0,2026-02-09 16:29:12
136,100006,South,return,0.0,2026-01-11 16:29:17
137,100006,South,purchase,474.36,2026-02-26 02:26:47
138,100006,South,view,0.0,2026-03-11 15:49:34
139,100006,South,view,0.0,2026-02-26 06:10:12
140,100006,South,view,0.0,2026-02-04 07:52:08
141,100006,South,purchase,107.3,2026-02-10 21:18:13
142,100006,South,support,0.0,2026-03-21 17:20:58
143,100006,South,view,0.0,2026-03-06 21:54:26
144,100006,South,search,0.0,2026-01-20 16:38:50
145,100006,South,view,0.0,2026-03-14 00:09:34
146,100006,South,purchase,130.24,2026-03-04 01:10:37
147,100006,South,search,0.0,2026-02-03 22:04:19
148,100006,South,cart,0.0,2026-03-17 21:20:49
149,100006,South,return,0.0,2026-03-03 20:52:08
150,100006,South,purchase,632.84,2026-03-15 09:20:47
151,100006,South,purchase,194.65,2026-01-18 06:50:29
152,100006,South,search,0.0,2026-02-07 16:51:17
153,100006,South,view,0.0,2026-01-16 14:45:07
154,100006,South,view,0.0,2026-01-10 18:13:40
155,100006,South,purchase,229.65,2026-01-02 00:21:23
156,100006,South,purchase,257.31,2026-03-26 20:32:15
157,100006,South,purchase,313.58,2026-02-18 20:06:59
158,100007,Midwest,purchase,181.42,2026-01-26 18:24:37
159,100007,Midwest,view,0.0,2026-03-24 00:25:04
160,100007,Midwest,purchase,298.97,2026-03-13 20:36:11
161,100007,Midwest,purchase,132.86,2026-03-28 12:21:40
162,100007,Midwest,cart,0.0,2026-01-29 15:06:36
163,100007,Midwest,view,0.0,2026-02-09 02:37:28
164,100007,Midwest,support,0.0,2026-02-10 12:53:18
165,100007,Midwest,purchase,219.35,2026-01-12 21:29:10
166,100007,Midwest,support,0.0,2026-02-21 21:42:26
167,100007,Midwest,support,0.0,2026-02-16 15:50:49
168,100007,Midwest,search,0.0,2026-01-08 22:43:15
169,100007,Midwest,view,0.0,2026-01-07 14:24:31
170,100007,Midwest,view,0.0,2026-01-08 11:45:16
171,100007,Midwest,cart,0.0,2026-03-31 06:20:24
172,100007,Midwest,support,0.0,2026-03-13 11:50:23
173,100007,Midwest,search,0.0,2026-01-20 13:30:14
174,100007,Midwest,view,0.0,2026-02-08 00:13:04
175,100007,Midwest,view,0.0,2026-02-21 00:54:59
176,100007,Midwest,return,0.0,2026-01-10 05:23:20
177,100007,Midwest,view,0.0,2026-01-03 01:25:15
178,100007,Midwest,view,0.0,2026-03-10 02:20:51
179,100007,Midwest,cart,0.0,2026-03-20 13:45:20
180,100007,Midwest,support,0.0,2026-03-20 13:03:14
181,100007,Midwest,view,0.0,2026-01-25 22:18:15
182,100008,South,view,0.0,2026-03-24 00:20:30
183,100008,South,cart,0.0,2026-01-22 03:37:08
184,100008,South,purchase,41.67,2026-03-07 07:45:19
185,100008,South,view,0.0,2026-01-29 10:36:26
186,100008,South,view,0.0,2026-03-18 18:48:11
187,100008,South,view,0.0,2026-01-24 23:36:31
188,100008,South,view,0.0,2026-01-01 03:10:56
189,100008,South,view,0.0,2026-01-04 05:50:18
190,100008,South,view,0.0,2026-03-02 17:51:47
191,100008,South,cart,0.0,2026-01-02 15:20:59
192,100008,South,purchase,38.68,2026-01-12 09:10:13
193,100008,South,view,0.0,2026-01-24 04:53:07
194,100008,South,support,0.0,2026-02-27 15:13:56
195,100008,South,return,0.0,2026-03-07 15:20:06
196,100008,South,return,0.0,2026-02-02 03:41:21
197,100008,South,cart,0.0,2026-01-05 05:45:26
198,100009,Northeast,cart,0.0,2026-03-23 13:58:19
199,100009,Northeast,return,0.0,2026-01-15 17:36:59
200,100009,Northeast,purchase,188.76,2026-02-21 00:57:46
201,100009,Northeast,support,0.0,2026-01-19 04:06:52
202,100009,Northeast,view,0.0,2026-01-06 00:41:36
203,100009,Northeast,search,0.0,2026-03-23 00:57:34
204,100009,Northeast,cart,0.0,2026-01-21 08:31:54
205,100009,Northeast,cart,0.0,2026-02-01 08:35:31
206,100009,Northeast,view,0.0,2026-01-20 01:36:47
207,100009,Northeast,view,0.0,2026-01-18 20:58:12
208,100009,Northeast,support,0.0,2026-01-01 00:55:27
209,100009,Northeast,cart,0.0,2026-01-30 11:55:15
210,100009,Northeast,view,0.0,2026-01-13 11:01:12
211,100009,Northeast,purchase,149.6,2026-03-04 16:35:19
212,100010,Midwest,view,0.0,2026-03-25 11:08:24
213,100010,Midwest,purchase,143.98,2026-01-20 23:42:27
214,100010,Midwest,view,0.0,2026-03-04 14:58:59
215,100010,Midwest,purchase,75.05,2026-03-05 12:45:27
216,100010,Midwest,view,0.0,2026-03-17 20:27:26
217,100010,Midwest,purchase,99.15,2026-01-16 16:43:02
218,100010,Midwest,purchase,97.88,2026-03-01 16:58:52
219,100010,Midwest,view,0.0,2026-02-20 16:48:32
220,100010,Midwest,view,0.0,2026-02-01 00:10:46
221,100010,Midwest,cart,0.0,2026-01-18 12:11:15
222,100010,Midwest,view,0.0,2026-01-05 00:15:12
223,100010,Midwest,view,0.0,2026-01-31 10:26:57
224,100010,Midwest,view,0.0,2026-01-25 22:15:44
225,100010,Midwest,purchase,92.11,2026-02-02 05:19:02
226,100010,Midwest,purchase,116.19,2026-03-25 04:20:49
227,100011,Northeast,cart,0.0,2026-03-16 10:49:18
228,100011,Northeast,cart,0.0,2026-01-29 04:07:06
229,100011,Northeast,view,0.0,2026-01-05 08:38:19
230,100011,Northeast,view,0.0,2026-02-17 05:46:56
231,100011,Northeast,search,0.0,2026-01-13 08:22:55
232,100011,Northeast,view,0.0,2026-02-25 11:08:44
233,100011,Northeast,view,0.0,2026-02-23 17:57:22
234,100011,Northeast,view,0.0,2026-03-15 04:38:12
235,100011,Northeast,view,0.0,2026-03-29 05:27:18
236,100011,Northeast,support,0.0,2026-01-30 18:17:26
237,100011,Northeast,purchase,77.76,2026-01-23 11:06:28
238,100011,Northeast,cart,0.0,2026-03-17 15:18:22
239,100011,Northeast,purchase,39.09,2026-03-27 02:46:50
240,100011,Northeast,cart,0.0,2026-03-19 18:47:48
241,100011,Northeast,view,0.0,2026-03-15 15:13:09
242,100011,Northeast,view,0.0,2026-01-04 16:48:54
243,100011,Northeast,search,0.0,2026-03-26 19:23:59
244,100011,Northeast,purchase,41.59,2026-03-29 11:01:10
245,100011,Northeast,cart,0.0,2026-01-01 17:52:57
246,100011,Northeast,purchase,49.07,2026-03-23 07:32:03
247,100011,Northeast,search,0.0,2026-02-19 06:48:58
248,100011,Northeast,view,0.0,2026-02-06 09:22:51
249,100012,West,view,0.0,2026-03-19 17:19:41
250,100012,West,support,0.0,2026-01-20 13:23:10
251,100012,West,search,0.0,2026-02-28 22:34:00
252,100012,West,view,0.0,2026-03-16 11:26:09
253,100012,West,return,0.0,2026-01-09 02:10:15
254,100012,West,support,0.0,2026-03-10 19:57:00
255,100012,West,cart,0.0,2026-03-08 19:31:45
256,100012,West,search,0.0,2026-02-27 02:36:06
257,100012,West,search,0.0,2026-01-23 08:00:54
258,100012,West,view,0.0,2026-03-09 13:36:16
259,100012,West,view,0.0,2026-02-21 20:05:38
260,100012,West,view,0.0,2026-03-20 17:49:46
261,100012,West,purchase,38.0,2026-03-02 11:50:36
262,100012,West,view,0.0,2026-02-02 23:00:40
263,100012,West,search,0.0,2026-03-09 18:39:22
264,100012,West,support,0.0,2026-03-16 09:35:19
265,100012,West,view,0.0,2026-02-09 00:20:25
266,100013,Midwest,view,0.0,2026-01-31 09:19:14
267,100013,Midwest,search,0.0,2026-02-25 19:00:25
268,100013,Midwest,view,0.0,2026-03-13 02:42:42
269,100013,Midwest,view,0.0,2026-01-11 00:57:36
270,100013,Midwest,support,0.0,2026-03-29 02:35:38
271,100013,Midwest,cart,0.0,2026-01-21 14:42:20
272,100013,Midwest,support,0.0,2026-03-03 08:51:10
273,100013,Midwest,cart,0.0,2026-03-12 22:58:15
274,100013,Midwest,search,0.0,2026-02-10 16:51:02
275,100013,Midwest,purchase,259.79,2026-01-21 12:29:08
276,100013,Midwest,view,0.0,2026-02-26 21:25:40
277,100013,Midwest,purchase,221.55,2026-02-26 02:16:30
278,100013,Midwest,purchase,145.2,2026-02-02 07:18:08
279,100013,Midwest,return,0.0,2026-02-26 05:53:22
280,100013,Midwest,support,0.0,2026-01-06 19:15:42
281,100013,Midwest,purchase,128.55,2026-03-20 19:25:17
282,100013,Midwest,cart,0.0,2026-02-26 00:23:49
283,100013,Midwest,cart,0.0,2026-01-29 21:46:31
284,100013,Midwest,cart,0.0,2026-01-06 07:29:21
285,100013,Midwest,search,0.0,2026-02-18 22:27:27
286,100013,Midwest,search,0.0,2026-01-22 06:14:39
287,100013,Midwest,view,0.0,2026-01-30 17:33:56
288,100013,Midwest,search,0.0,2026-02-24 22:44:29
289,100013,Midwest,support,0.0,2026-01-11 14:19:50
290,100013,Midwest,view,0.0,2026-03-23 07:26:43
291,100013,Midwest,view,0.0,2026-03-17 08:49:27
292,100013,Midwest,purchase,238.8,2026-01-23 12:23:36
293,100013,Midwest,support,0.0,2026-03-24 21:18:22
294,100013,Midwest,purchase,191.8,2026-02-22 10:44:15
295,100013,Midwest,view,0.0,2026-02-19 09:56:16
296,100014,South,view,0.0,2026-01-15 17:42:45
297,100014,South,cart,0.0,2026-03-03 00:53:29
298,100014,South,search,0.0,2026-01-03 17:10:42
299,100014,South,view,0.0,2026-03-21 01:21:25
300,100014,South,purchase,86.61,2026-01-08 06:21:53
301,100014,South,search,0.0,2026-01-26 07:32:18
302,100014,South,view,0.0,2026-03-03 23:22:21
303,100014,South,support,0.0,2026-02-23 18:45:56
304,100014,South,view,0.0,2026-03-18 07:48:24
305,100014,South,search,0.0,2026-01-12 21:07:00
306,100014,South,view,0.0,2026-03-17 12:33:40
307,100014,South,cart,0.0,2026-01-25 22:09:59
308,100014,South,search,0.0,2026-01-07 19:57:39
309,100014,South,search,0.0,2026-03-18 00:26:19
310,100014,South,cart,0.0,2026-02-23 23:40:00
311,100014,South,view,0.0,2026-02-05 19:26:43
312,100014,South,search,0.0,2026-02-12 04:44:00
313,100014,South,return,0.0,2026-03-06 20:14:15
314,100014,South,view,0.0,2026-02-07 22:01:21
315,100015,South,purchase,75.07,2026-02-17 20:44:46
316,100015,South,support,0.0,2026-01-24 07:39:25
317,100015,South,view,0.0,2026-02-19 17:37:51
318,100015,South,purchase,81.39,2026-02-23 17:28:02
319,100015,South,purchase,38.57,2026-03-06 20:01:02
320,100015,South,view,0.0,2026-01-15 15:41:07
321,100015,South,cart,0.0,2026-02-09 08:38:58
322,100015,South,cart,0.0,2026-03-27 23:58:21
323,100015,South,search,0.0,2026-02-27 01:16:44
324,100015,South,purchase,71.5,2026-01-23 03:12:51
325,100015,South,view,0.0,2026-03-04 16:04:31
326,100015,South,search,0.0,2026-01-29 20:13:08
327,100015,South,purchase,106.67,2026-02-08 22:45:18
328,100015,South,support,0.0,2026-02-26 09:00:30
329,100015,South,purchase,41.21,2026-01-21 19:20:22
330,100015,South,view,0.0,2026-01-26 09:48:33
331,100015,South,view,0.0,2026-01-04 14:15:50
332,100015,South,cart,0.0,2026-01-04 03:07:46
333,100015,South,view,0.0,2026-02-07 22:45:33
334,100015,South,cart,0.0,2026-01-08 07:33:40
335,100015,South,purchase,65.95,2026-03-12 16:43:43
336,100016,Midwest,purchase,99.45,2026-02-04 02:45:29
337,100016,Midwest,support,0.0,2026-03-18 17:21:13
338,100016,Midwest,purchase,153.97,2026-01-28 08:59:54
339,100016,Midwest,view,0.0,2026-01-26 08:24:56
340,100016,Midwest,view,0.0,2026-01-20 09:18:29
341,100016,Midwest,search,0.0,2026-01-05 05:52:10
342,100016,Midwest,view,0.0,2026-03-24 15:00:42
343,100016,Midwest,cart,0.0,2026-03-21 06:04:12
344,100016,Midwest,purchase,104.72,2026-03-25 13:41:07
345,100016,Midwest,view,0.0,2026-01-21 03:44:18
346,100016,Midwest,purchase,86.57,2026-03-09 14:25:01
347,100016,Midwest,view,0.0,2026-03-04 20:15:15
348,100016,Midwest,search,0.0,2026-02-03 04:40:20
349,100016,Midwest,search,0.0,2026-01-01 06:34:51
350,100016,Midwest,view,0.0,2026-01-22 16:47:28
351,100016,Midwest,view,0.0,2026-03-19 08:50:18
352,100016,Midwest,view,0.0,2026-01-28 17:05:47
353,100016,Midwest,return,0.0,2026-01-02 07:57:52
354,100016,Midwest,cart,0.0,2026-03-02 18:19:13
355,100016,Midwest,search,0.0,2026-02-27 22:07:33
356,100016,Midwest,support,0.0,2026-03-21 03:41:54
357,100016,Midwest,purchase,204.66,2026-01-13 23:26:46
358,100016,Midwest,view,0.0,2026-03-13 21:45:56
359,100016,Midwest,cart,0.0,2026-01-12 22:34:55
360,100016,Midwest,view,0.0,2026-01-10 20:01:02
361,100016,Midwest,search,0.0,2026-01-26 09:54:39
362,100016,Midwest,view,0.0,2026-03-29 03:50:31
363,100017,South,search,0.0,2026-03-05 08:57:24
364,100017,South,search,0.0,2026-02-27 14:15:20
365,100017,South,support,0.0,2026-02-14 07:33:37
366,100017,South,search,0.0,2026-03-10 07:25:43
367,100017,South,purchase,15.7,2026-02-27 19:17:13
368,100017,South,view,0.0,2026-03-13 23:54:19
369,100017,South,cart,0.0,2026-01-11 23:25:58
370,100017,South,purchase,32.24,2026-01-03 07:16:34
371,100017,South,view,0.0,2026-03-04 10:36:45
372,100017,South,purchase,18.54,2026-01-06 08:16:20
373,100017,South,purchase,49.85,2026-03-30 22:28:18
374,100017,South,cart,0.0,2026-03-23 10:03:08
375,100017,South,view,0.0,2026-02-25 10:25:16
376,100017,South,cart,0.0,2026-03-14 00:09:27
377,100017,South,view,0.0,2026-01-19 09:27:46
378,100017,South,purchase,33.34,2026-02-21 06:00:59
379,100017,South,search,0.0,2026-03-10 00:20:26
380,100017,South,purchase,15.79,2026-03-15 09:26:39
381,100017,South,search,0.0,2026-03-10 18:31:22
382,100017,South,return,0.0,2026-01-01 05:06:20
383,100018,South,view,0.0,2026-02-06 11:20:59
384,100018,South,cart,0.0,2026-01-29 20:13:32
385,100018,South,view,0.0,2026-02-12 05:16:34
386,100018,South,search,0.0,2026-03-02 08:04:40
387,100018,South,return,0.0,2026-01-15 09:27:52
388,100018,South,cart,0.0,2026-02-23 12:21:26
389,100018,South,purchase,80.39,2026-01-16 14:51:24
390,100018,South,purchase,59.22,2026-03-09 00:28:37
391,100018,South,view,0.0,2026-01-06 10:36:33
392,100018,South,purchase,89.66,2026-01-24 08:37:09
393,100018,South,view,0.0,2026-03-09 20:22:14
394,100018,South,purchase,76.55,2026-01-02 09:49:05
395,100018,South,view,0.0,2026-03-04 10:18:31
396,100018,South,purchase,37.07,2026-02-17 00:06:42
397,100018,South,purchase,43.06,2026-01-23 19:38:37
398,100018,South,view,0.0,2026-02-23 23:42:32
399,100018,South,purchase,73.22,2026-01-27 11:48:40
400,100018,South,view,0.0,2026-03-19 07:21:26
401,100018,South,cart,0.0,2026-03-20 15:45:15
402,100018,South,purchase,181.4,2026-01-03 03:44:51
403,100018,South,purchase,77.19,2026-02-16 11:32:53
404,100018,South,view,0.0,2026-02-12 13:21:50
405,100018,South,return,0.0,2026-02-26 11:19:56
406,100018,South,search,0.0,2026-01-18 04:38:36
407,100018,South,purchase,62.96,2026-03-29 18:37:42
408,100018,South,search,0.0,2026-02-18 19:57:55
409,100019,South,search,0.0,2026-01-12 15:35:45
410,100019,South,view,0.0,2026-03-29 11:50:42
411,100019,South,search,0.0,2026-03-28 01:34:40
412,100019,South,search,0.0,2026-03-25 04:34:49
413,100019,South,view,0.0,2026-02-03 19:03:54
414,100019,South,search,0.0,2026-03-24 14:27:16
415,100019,South,cart,0.0,2026-03-12 02:38:14
416,100019,South,search,0.0,2026-02-11 15:14:46
417,100019,South,view,0.0,2026-03-15 20:25:57
418,100019,South,purchase,23.04,2026-02-06 00:49:05
419,100019,South,return,0.0,2026-03-20 07:47:14
420,100019,South,purchase,32.29,2026-02-07 14:53:22
421,100019,South,purchase,34.91,2026-02-17 08:36:33
422,100019,South,search,0.0,2026-01-18 19:04:59
423,100019,South,view,0.0,2026-02-12 08:42:07
424,100019,South,search,0.0,2026-01-13 17:34:41
425,100019,South,cart,0.0,2026-01-03 12:08:56
426,100019,South,search,0.0,2026-03-01 16:48:07
427,100019,South,view,0.0,2026-01-18 05:18:03
428,100019,South,support,0.0,2026-02-12 02:31:20
429,100019,South,cart,0.0,2026-02-20 01:38:56
430,100019,South,purchase,29.85,2026-03-12 14:17:27
431,100019,South,cart,0.0,2026-02-07 04:18:16
432,100020,South,view,0.0,2026-03-02 18:47:02
433,100020,South,search,0.0,2026-03-24 13:37:59
434,100020,South,view,0.0,2026-01-06 10:47:41
435,100020,South,view,0.0,2026-02-27 13:36:22
436,100020,South,search,0.0,2026-03-18 19:10:27
437,100020,South,purchase,159.51,2026-03-19 22:29:00
438,100020,South,search,0.0,2026-02-26 13:45:59
439,100020,South,view,0.0,2026-02-10 05:15:32
440,100020,South,cart,0.0,2026-02-07 10:31:44
441,100020,South,view,0.0,2026-02-21 22:20:16
442,100020,South,view,0.0,2026-03-12 15:29:59
443,100020,South,view,0.0,2026-01-02 02:51:43
444,100020,South,view,0.0,2026-02-10 12:18:56
445,100020,South,search,0.0,2026-02-07 13:31:03
446,100020,South,search,0.0,2026-02-03 17:08:51
447,100020,South,cart,0.0,2026-01-18 22:40:50
448,100020,South,purchase,85.48,2026-03-27 15:19:03
449,100020,South,cart,0.0,2026-01-29 03:09:46
450,100021,West,search,0.0,2026-01-13 21:27:06
451,100021,West,purchase,105.83,2026-02-04 18:24:47
452,100021,West,search,0.0,2026-01-25 03:34:11
453,100021,West,return,0.0,2026-02-10 07:13:08
454,100021,West,search,0.0,2026-02-16 02:49:04
455,100021,West,purchase,171.7,2026-03-31 08:56:57
456,100021,West,view,0.0,2026-03-29 02:08:01
457,100021,West,purchase,118.07,2026-01-15 07:34:45
458,100021,West,cart,0.0,2026-03-02 09:42:23
459,100021,West,purchase,179.78,2026-02-18 14:41:38
460,100021,West,view,0.0,2026-02-11 06:35:09
461,100021,West,cart,0.0,2026-01-31 11:00:13
462,100021,West,purchase,128.2,2026-02-07 05:45:35
463,100021,West,purchase,169.4,2026-02-19 10:42:45
464,100021,West,view,0.0,2026-02-06 03:50:01
465,100021,West,cart,0.0,2026-03-20 08:21:25
466,100022,Northeast,cart,0.0,2026-02-05 18:25:43
467,100022,Northeast,search,0.0,2026-01-30 19:09:39
468,100022,Northeast,view,0.0,2026-02-12 22:33:08
469,100022,Northeast,view,0.0,2026-03-08 17:51:49
470,100022,Northeast,view,0.0,2026-03-13 02:21:13
471,100022,Northeast,search,0.0,2026-02-01 21:02:53
472,100022,Northeast,cart,0.0,2026-02-26 03:43:25
473,100022,Northeast,cart,0.0,2026-03-03 10:51:44
474,100022,Northeast,search,0.0,2026-02-15 18:45:21
475,100022,Northeast,view,0.0,2026-02-13 08:53:01
476,100022,Northeast,cart,0.0,2026-02-19 19:23:09
477,100022,Northeast,search,0.0,2026-03-20 22:26:32
478,100022,Northeast,support,0.0,2026-01-23 19:27:11
479,100022,Northeast,purchase,378.18,2026-01-15 00:29:32
480,100022,Northeast,purchase,180.33,2026-02-09 20:35:16
481,100022,Northeast,purchase,227.0,2026-01-03 00:11:09
482,100022,Northeast,view,0.0,2026-02-07 05:57:04
483,100022,Northeast,view,0.0,2026-03-23 23:46:29
484,100022,Northeast,search,0.0,2026-01-21 14:16:49
485,100022,Northeast,cart,0.0,2026-01-18 00:40:46
486,100022,Northeast,purchase,189.29,2026-02-15 15:19:08
487,100022,Northeast,view,0.0,2026-02-20 14:03:26
488,100022,Northeast,view,0.0,2026-02-14 07:31:11
489,100022,Northeast,cart,0.0,2026-01-24 22:47:46
490,100023,West,search,0.0,2026-03-01 04:56:46
491,100023,West,cart,0.0,2026-03-02 01:13:44
492,100023,West,cart,0.0,2026-01-13 13:14:27
493,100023,West,view,0.0,2026-02-11 16:31:49
494,100023,West,search,0.0,2026-01-29 22:00:12
495,100023,West,purchase,214.17,2026-02-04 08:07:04
496,100023,West,search,0.0,2026-03-25 10:41:49
497,100023,West,cart,0.0,2026-03-28 07:34:30
